식품명,에너지(kcal),단백질(g),지방(g),탄수화물(g)
스무디_딸기 딜라이트 요거트 블렌디드 (Tall),104,2.54,,
스무디_딸기 리얼요거트 프라페노 (L),68,1.11,,
스무디_딸기 리얼요거트 프라페노 (R),67,1.11,,
스무디_딸기 말차 쉐이크,99,3.31,,
스무디_딸기 망고 스무벨라,249,0.31,,
스무디_딸기 밀크 쉐이크,92,1.53,,
스무디_딸기 밀크 쉐이크,105,1.02,,
스무디_딸기 밀크 쉐이크,102,1.0,,
스무디_딸기 복숭아 스무디,35,0.0,0.0,8.88
스무디_딸기 빽스치노,68,1.13,,
스무디_딸기 빽스치노 소프트,97,1.41,,
스무디_딸기 뿅뿅 프라노베,219,1.79,,
스무디_딸기 쉐이크,110,1.45,,
스무디_딸기 쉐이크,100,0.85,,
스무디_딸기 쉐이크 (R),114,1.53,,
스무디_딸기 쉐이크 (더벤티),95,0.94,,
스무디_딸기 스노우,62,0.22,,15.22
스무디_딸기 스무디,65,0.66,1.47,12.2
스무디_딸기 스무디,74,0.96,,
스무디_딸기 스무디,43,0.24,,10.24
스무디_딸기 스무디,88,0.92,1.23,18.21
스무디_딸기 스무디,70,0.57,,
스무디_딸기 스무디 (L),52,0.83,,
스무디_딸기 스무디 (L),74,1.05,,
스무디_딸기 스무디 (M),73,0.86,,
스무디_딸기 스무디 (R),58,0.6,,
스무디_딸기 스무벨라,71,0.0,,
스무디_딸기 요거 프라노베,59,1.36,,
스무디_딸기 요거스 (L),64,0.9,0.0,12.4
스무디_딸기 요거스 (ML),71,0.99,0.0,14.08
스무디_딸기 요거스 아이스(ICED) (L),69,0.95,,13.53
스무디_딸기 요거스 아이스(ICED) (ML),71,0.99,,14.23
스무디_딸기 요거트 드롭치노,91,1.46,0.68,
스무디_딸기 요거트 드링크,63,1.54,,10.0
스무디_딸기 요거트 블렌디드,84,0.91,,
스무디_딸기 요거트 블렌디드 (L),82,0.93,,
스무디_딸기 요거트 블렌디드 (R),82,0.94,,
스무디_딸기 요거트 쉐이크,134,1.36,,
스무디_딸기 요거트 스무디,75,1.57,,
스무디_딸기 요거트 스무디,104,1.67,,
스무디_딸기 요거트 스무디,63,1.13,,
스무디_딸기 요거트 스무디,74,1.57,,
스무디_딸기 요거트 스무디,50,1.17,,
스무디_딸기 요거트 스무디,83,1.61,,
스무디_딸기 요거트 스무디,66,1.02,0.8,13.65
스무디_딸기 요거트 스무디,79,1.29,,
스무디_딸기 요거트 스무디,81,0.33,,
스무디_딸기 요거트 스무디,59,0.49,,13.9
스무디_딸기 요거트 스무디,106,1.97,,
스무디_딸기 요거트 스무디 (Grande),98,1.25,,
스무디_딸기 요거트 스무디 (Mini Venti),98,1.23,,
스무디_딸기 요거트 스무디 (Tall),107,1.39,,
스무디_딸기 요거트 스무디 (Venti),87,0.97,,
스무디_딸기 요거트 스무디 (더벤티),78,0.21,,
스무디_딸기 요거트 프로스트 (L),84,1.23,,
스무디_딸기 요거트 프로스트 (R),76,1.13,,
스무디_딸기 요거트 플랫치노,76,1.69,,
스무디_딸기 유자 소르베,77,0.08,,
스무디_딸기 유자 스무디,77,0.09,,
스무디_딸기 젤라또 프라페노 (R),94,0.83,,
스무디_딸기 쥬얼리 요구르트 크러쉬,81,0.42,,
스무디_딸기 초코칩 프라페,134,0.68,,
스무디_딸기 치즈 블렌디드,98,1.93,,
스무디_딸기 치즈케이크 할리치노,117,1.41,,
스무디_딸기 치즈케익 할리치노,89,1.41,,
스무디_딸기 코코 스무디,98,2.2,,19.31
스무디_딸기 쿠키 스무디,132,0.85,,
스무디_딸기 쿠키 스무디 (XL),103,1.21,,
스무디_딸기 쿠키 아이스크림 프라페,116,1.19,,
스무디_딸기 퐁크러쉬,91,1.84,1.98,16.41
스무디_딸기 프라페,162,1.48,,
스무디_딸기 프로스트 (L),89,1.42,,
스무디_딸기 프로스트 (R),74,1.25,,
스무디_딸기돼지쉑,102,2.03,,
스무디_딸기두근 프렌치바닐라 블렌디드,72,0.51,,
스무디_딸기바나나 빽스치노,70,1.13,,
스무디_딸기바나나 빽스치노 소프트,96,1.55,,
스무디_딸기바나나요거트,77,1.26,,
스무디_딸기복숭아 스무디,34,0.15,0.0,8.3
스무디_딸기사과 젤리 크러쉬,66,0.07,,
스무디_딸기스노우 프라페,87,1.02,,
스무디_딸기스무디,88,0.92,,18.22
스무디_딸기스무디,101,0.71,0.95,22.03
스무디_딸기요거 스무디,101,1.86,,
스무디_딸기요거트,76,1.14,,
스무디_딸기요거트 스무디,50,1.17,,
스무디_딸기요거트 스무디,72,1.28,,
스무디_딸기요거트 스무디,68,1.08,,
스무디_딸기요거트 스무디 (L),93,0.87,,
스무디_딸기요거트 스무디 (R),83,1.2,,
스무디_딸기요거트스무디,75,0.86,1.4,14.55
스무디_딸기요구르트 스무디,41,0.0,,
스무디_딸기치즈 프라페,116,1.52,5.49,15.22
스무디_딸기치즈 프로스트 (L),117,1.61,,
스무디_딸기치즈 프로스트 (R),98,1.43,,
스무디_딸기쿠키 쉐이크,104,1.21,,
스무디_딸기쿠키 요프치노,94,2.22,,
스무디_딸기쿠키 프라페,171,1.68,5.34,28.95
스무디_딸기쿠키 프라페,97,1.18,3.1,16.19
스무디_딸기크림 프라페,96,1.26,,
스무디_딸기크림쿠키 프라페,126,2.03,,
스무디_딸기크림프라푸치노,86,0.89,,
스무디_딸기퐁 크러쉬,91,1.84,,
스무디_딸기피치 요거스무디,111,1.86,,
스무디_딸기피치요거 스무디,111,1.86,,
스무디_딸기한라봉 스무디,66,0.0,,
스무디_라니 리틀 골드키위 썬샤인 스무디,68,0.28,,
스무디_라이스 쉐이크,110,1.06,,
스무디_라이트 슬림 망고 요거트 스무디 노슈거 (Venti),20,1.32,,
스무디_라임자몽 크러쉬,12,0.05,,
스무디_라임포도 크러쉬,32,0.15,,
스무디_레드멜론 팝핑 그라니따 (L),89,1.3,,
스무디_레드멜론 팝핑 그라니따 (R),90,1.54,,
스무디_레드멜론 팝핑 그라니따 (V),86,1.28,,
스무디_레드자몽 스무디,59,0.21,,
스무디_레드자몽 쿨러시,61,0.08,,
스무디_레몬 구아바 크러시,38,0.11,,
스무디_레몬 딸기 스무디,46,0.05,0.0,11.57
스무디_레몬 요거트 스무디,78,1.53,,14.32
스무디_레몬 요거트 스무디,105,2.25,,
스무디_레몬 요거트 스무디,81,3.33,,
스무디_레몬 요거트 스무디 (Grande),106,1.25,,
스무디_레몬 요거트 스무디 (Mini Venti),89,1.05,,
스무디_레몬 요거트 스무디 (Tall),106,1.39,,
스무디_레몬 요거트 스무디 (Venti),88,0.97,,
스무디_레몬 요구르트 스무디,74,0.42,,
스무디_레몬 팝핑 스무디,77,0.0,,
스무디_레몬요거트 스무디,78,1.53,1.58,14.31
스무디_레몬트위스트 스트로베리 스무디 (L),71,0.17,,
스무디_레몬트위스트 스트로베리 스무디 (R),71,0.21,,
스무디_레몬트위스트 스트로베리 스무디 (S),71,0.28,,
스무디_레트로커피 프라페 (L),64,1.2,,10.2
스무디_레트로커피 프라페 (ML),66,1.27,,10.42
스무디_로기 리틀 스트로베리 익스크림 스무디,54,0.28,,
스무디_로기 리틀 스트로베리 익스트림 스무디,54,0.28,,
스무디_로투스 비스코프 스노우,116,1.69,,18.16
스무디_리얼 과일스무디 딸기바나나,66,1.97,,
스무디_리얼 과일스무디 망고,66,1.97,,
스무디_리얼 딸기 쉐이크 (R),65,0.77,,
스무디_리얼 딸바 스무디 (Grande),61,1.04,,
스무디_리얼 딸바 스무디 (Mini Venti),55,0.88,,
스무디_리얼 딸바 스무디 (Tall),68,1.39,,
스무디_리얼 딸바 스무디 (Venti),47,0.83,,
스무디_리얼 망고 스무디,62,0.09,,
스무디_리얼 망고 스무디 (Grande),61,1.04,,
스무디_리얼 망고 스무디 (Mini Venti),55,1.05,,
스무디_리얼 망고 스무디 (Tall),68,1.39,,
스무디_리얼 망고 스무디 (Venti),47,0.83,,
스무디_리얼 배 스무디,67,0.09,,
스무디_리얼 복숭아 스무디,67,0.09,,
스무디_리얼 블루베리 쉐이크 (R),65,0.68,,
스무디_리얼 초코 밀크 쉐이크,66,1.38,,
스무디_리얼 초코 블렌디드,78,1.27,,12.11
스무디_리얼 초코 쉐이크,78,1.35,,
스무디_리얼 초코 프라페,89,1.67,,
스무디_리얼 초코쿠키 쉐이크,72,1.4,,
스무디_리얼 쿠앤크 쉐이크 (R),101,0.97,,
스무디_리얼초코 프라페,111,1.27,3.06,19.58
스무디_리얼초코 프라페,113,2.03,,
스무디_리얼초코자바칩프라페,97,1.31,4.21,12.42
스무디_린1 다크초코 스무디 (L),50,2.2,,
스무디_린1 다크초코 스무디 (R),50,2.11,,
스무디_린1 다크초코 스무디 (S),50,2.26,,
스무디_린1 스트로베리 스무디 (L),47,2.2,,
스무디_린1 스트로베리 스무디 (R),47,2.11,,
스무디_린1 스트로베리 스무디 (S),47,2.26,,
스무디_말차 밀크 프라페,103,1.95,,
스무디_말차 쿠키 아이스크림 프라페,125,1.59,,
스무디_말차 프라페,80,0.33,,
스무디_말차 프라페 (L),73,1.4,,11.8
스무디_말차 프라페 (ML),81,1.55,,12.53
스무디_말차 프라페 (더벤티),92,0.42,,
스무디_말차초코칩 프라페,150,0.85,,
스무디_망고 바나나 블렌디드 (Grande),57,0.85,,
스무디_망고 바나나 스무디,50,0.19,,
스무디_망고 바나나 프라페,50,0.19,,
스무디_망고 버블 프로스트 (L),135,1.04,,
스무디_망고 버블 프로스트 (R),94,0.65,,
스무디_망고 스노우,71,0.0,,17.4
스무디_망고 스무디,69,0.24,,16.83
스무디_망고 스무디,88,0.21,,
스무디_망고 스무디,54,0.19,0.03,13.7
스무디_망고 스무디,58,0.75,0.7,12.2
스무디_망고 스무디 (L),93,0.0,,
스무디_망고 스무디 (L),70,0.0,,
스무디_망고 스무디 (M),94,0.0,,
스무디_망고 스무디 (R),93,0.0,,
스무디_망고 스무벨라,64,0.0,,
스무디_망고 아이스 블렌디드,77,0.28,,
스무디_망고 요거스 아이스(ICED) (L),70,0.95,,13.95
스무디_망고 요거스 아이스(ICED) (ML),73,0.99,,14.65
스무디_망고 요거트 그라니따,73,0.68,,
스무디_망고 요거트 그라니따 (R),73,0.68,,
스무디_망고 요거트 쉐이크,134,1.36,,
스무디_망고 요거트 스무디,71,1.48,,
스무디_망고 요거트 스무디,73,0.49,,17.8
스무디_망고 요거트 스무디,97,1.67,,
스무디_망고 요거트 스무디,80,0.33,,
스무디_망고 요거트 스무디,79,1.06,,
스무디_망고 요거트 스무디,62,1.02,0.85,12.54
스무디_망고 요거트 스무디 (더벤티),78,0.31,,
스무디_망고 요거트 코코 스무디,110,1.65,,
스무디_망고 요거트 프로스트 (L),85,1.23,,
스무디_망고 요거트 프로스트 (R),77,1.13,,
스무디_망고 치즈 블렌디드,72,0.15,,
스무디_망고 패션 프루트 블렌디드 (Tall),34,0.28,,
스무디_망고 페스티벌 스무디 (L),54,0.51,,
스무디_망고 페스티벌 스무디 (R),53,0.42,,
스무디_망고 페스티벌 스무디 (S),54,0.57,,
스무디_망고 포도 스무벨라,41,0.0,,
스무디_망고 프라페 (L),106,0.21,,
스무디_망고 프라페 (Max),94,0.17,,
스무디_망고 프라페 (R),94,0.24,,
스무디_망고 프로스트 (L),92,1.42,,
스무디_망고 프로스트 (R),85,1.27,,
스무디_망고 플랫치노,62,0.0,,
스무디_망고바나나요거트,83,1.29,,
스무디_망고스무디,92,0.71,0.95,20.14
스무디_망고요거트,84,1.53,,
스무디_망고요거트 스무디,101,1.5,1.58,19.9
스무디_망고요거트 스무디,71,1.48,,
스무디_망고요거트 스무디,63,1.05,,
스무디_망고요거트스무디,79,0.88,1.4,14.65
스무디_망고젤리 밀크 쉐이크,85,1.25,,
스무디_망고젤리 바닐라 아이스크림,44,0.28,,
스무디_망고패션 크러쉬,60,0.17,,
스무디_망고패션 크러쉬 (더벤티),71,0.1,,
스무디_메로미 스무디,151,1.6,,
스무디_메론 밀크 쉐이크,66,1.38,,
스무디_메론 쉐이크,64,1.46,1.61,10.84
스무디_메론 요거트 스무디,81,3.33,,
스무디_메론 치즈 프라페,191,5.28,,
스무디_메론 팝핑 스무디,68,4.89,,
스무디_메리뉴욕,182,4.17,,
스무디_메리더블 초코쉘,205,2.93,,
스무디_메리딸기,107,1.39,,
스무디_메리딸기 초코 브라우니,151,1.67,,
스무디_메리딸기 초코쉘,154,1.89,,
스무디_메리딸기 치즈큐브,147,2.05,,
스무디_메리마카롱 딸기,147,2.25,,
스무디_메리마카롱 소다,115,1.39,,
스무디_메리마카롱 솜사탕,114,1.39,,
스무디_메리마카롱 초코,164,2.22,,
스무디_메리마카롱 피스타치오,111,3.28,,
스무디_메리망고,116,1.39,,
스무디_메리베리,164,2.22,,
스무디_메리초코,164,2.22,,
스무디_메리치즈,148,2.22,,
스무디_메리치즈 초코쉘,244,3.59,,
스무디_메리트리,155,3.33,,
스무디_메리피치,145,1.36,,
스무디_멜론 쉐이크 (L),66,1.06,,10.89
스무디_멜론 쉐이크 (ML),66,1.13,,11.41
스무디_모카 브라우니 그라니따 (R),106,1.16,,
스무디_모카 블렌디모 아이스(ICED),83,1.54,,
스무디_모카 프라노베,102,1.47,,
스무디_모카 프라페,80,1.13,,
스무디_모카 프라페,97,1.49,4.75,12.1
스무디_모카 프라페 (Grande),88,1.04,,
스무디_모카 프라페 (Mini Venti),85,0.88,,
스무디_모카 프라페 (R),66,1.08,,
스무디_모카 프라페 (Tall),79,0.83,,
스무디_모카 프라페 (Venti),78,0.83,,
스무디_모카 프라푸치노 (Tall),79,1.41,,
스무디_모카 프로스트 (L),127,1.38,,
스무디_모카 프로스트 (R),115,1.21,,
스무디_모카 플랫치노,53,0.55,,
스무디_모카자바칩프라페,94,1.05,3.87,12.5
스무디_모카칩커피 프라페 (L),125,2.11,,
스무디_모카칩커피 프라페 (Max),119,2.03,,
스무디_모카칩커피 프라페 (R),116,1.93,,
스무디_무안 군고구마 프라페 (L),54,1.0,0.0,10.8
스무디_무안 군고구마 프라페 (ML),56,0.99,0.0,11.12
스무디_미니펄 딸기 크러쉬,103,0.42,,
스무디_미니펄 망고 크러쉬,90,0.21,,
스무디_믹스베리 요거트 프로스트 (L),85,1.05,,
스무디_믹스베리 요거트 프로스트 (R),77,0.96,,
스무디_믹스베리 프로스트 (L),91,1.04,,
스무디_모카 프라페 (L),91,1.4,,
스무디_믹스베리 프로스트 (R),84,0.91,,
스무디_민트 블렌디드,76,1.08,,
스무디_민트 초코 프라페,112,1.57,,
스무디_민트 초코 프라페,114,1.57,,
스무디_민트 초코 프라페 (Grande),95,1.67,,
스무디_민트 초코 프라페 (Mini Venti),90,1.58,,
스무디_민트 초코 프라페 (Tall),106,1.95,,
스무디_민트 초코 프라페 (Venti),74,1.25,,
스무디_민트 초코칩 블렌디드,80,1.93,,
스무디_민트 초코칩 할리치노,124,1.98,,
스무디_민트 초콜릿 블렌디드 (L),61,1.27,,
스무디_민트 초콜릿 블렌디드 (R),61,1.25,,
스무디_민트 초콜릿 칩 블렌디드 (Tall),128,2.54,,
스무디_민트 초콜릿 칩 플랫치노,119,1.69,,
스무디_민트 프라페,91,0.97,4.74,11.0
스무디_민트 프라페,105,1.0,3.28,17.87
스무디_민트모카 블렌디모 아이스(ICED),70,1.43,,
스무디_민트초코 루비치노,71,1.19,,
스무디_민트초코 빽스치노,85,1.69,,
스무디_민트초코 빽스치노 소프트,114,2.11,,
스무디_민트초코 스노우,97,0.95,,17.65
스무디_민트초코 스무디 (L),77,1.45,,
스무디_민트초코 스무디 (M),85,1.37,,
스무디_민트초코 프라페,108,1.48,,
스무디_민트초코 프라페,105,2.54,,
스무디_민트초코 프라페 (L),80,1.0,,11.7
스무디_민트초코 프라페 (L),132,2.33,,
스무디_민트초코 프라페 (ML),89,1.13,,12.53
스무디_민트초코 프라페 (Max),120,2.2,,
스무디_민트초코 프라페 (R),116,2.17,,
스무디_민트초코오레오프라페,93,1.15,3.38,11.28
스무디_민트초코칩 블렌디모 아이스(ICED),104,1.65,,
스무디_민트초코칩 요프치노,97,1.11,,
스무디_민트초코칩 프라페,100,0.33,,
스무디_민트초코칩 프라페 (더벤티),95,0.31,,
스무디_민트초코프라푸치노,90,1.33,,
스무디_민트초콜릿칩 프라페 (L),99,1.36,,
스무디_민트초콜릿칩 프라페 (R),99,1.35,,
스무디_민트쿠키 프라페,128,1.69,,
스무디_민트쿠키스무디 (XL),69,1.21,,
스무디_밀크 쉐이크,81,0.83,,
스무디_밀크 쉐이크,85,0.98,,
스무디_밀크 쉐이크,75,1.69,,
스무디_밀크 쉐이크,82,0.96,,
스무디_밀크 쉐이크,112,0.85,,
스무디_밀크 쉐이크,83,1.82,3.37,11.26
스무디_밀크 쉐이크 (L),75,0.95,,9.94
스무디_밀크 쉐이크 (ML),77,0.99,,10.56
스무디_밀크 쉐이크 (R),101,1.5,,
스무디_밀크 쉐이크 (더벤티),80,1.04,,
스무디_밀크 쿠앤크 스무디,105,0.42,,
스무디_밀크 프라페 (L),65,1.0,,10.1
스무디_밀크 프라페 (ML),67,0.99,,10.42
스무디_밀크쉐이크,151,2.34,,
스무디_밀키 쉐이크,94,1.18,,
스무디_바나나 밀크 쉐이크,54,0.99,,
스무디_바나나 아일랜드 (S),46,1.13,,
스무디_바나나 아일랜드 스무디 (L),46,1.18,,
스무디_바나나 아일랜드 스무디 (R),46,1.06,,
스무디_바나나 아일랜드 스무디 (S),46,1.13,,
스무디_바나나 요거트 스무디,106,1.67,,
스무디_바나나 초코칩 프라페,108,1.52,,
스무디_바나나 초코칩 프라페,121,1.52,,
스무디_바나나 커피 쉐이크,54,0.99,,
스무디_바나나 팔핑 스무디,34,0.16,,
스무디_바나나 퐁 프라페,113,1.68,,
스무디_바나나 퐁크러쉬,100,1.83,1.2,20.56
스무디_바나나퐁 크러쉬,100,1.83,,
스무디_바나나프로틴쉐이크,81,5.0,,
스무디_바닐라 쉐이크,88,2.27,2.57,13.93
스무디_바닐라 아이스 블렌디드 (L),93,1.9,,
스무디_바닐라 아이스 블렌디드 (R),101,1.97,,
스무디_바닐라 크림 프라푸치노 (Tall),56,1.13,,
스무디_바닐라 탐앤치노,87,0.98,2.44,15.37
스무디_바닐라 퐁 프라페,103,1.18,,
스무디_바닐라 프라페 (R),79,0.73,,
스무디_바닐라밀크쉐이크 (R),114,5.8,,
스무디_바닐라빈 밀크 블렌디드 (L),113,1.59,,
스무디_바닐라빈 밀크 블렌디드 (R),113,1.59,,
스무디_바닐라빈 프라페 (L),74,1.1,,11.6
스무디_바닐라빈 프라페 (ML),82,1.13,,12.25
스무디_발로나 민트 초코 프라페,102,1.18,,
스무디_밤 카라멜 리터치노 아이스(ICED) (L),89,1.27,,13.64
스무디_밤 카라멜 리터치노 아이스(ICED) (ML),92,1.27,,14.08
스무디_배 슬러피 아이스(ICED) (L),78,0.0,,17.86
스무디_배 슬러피 아이스(ICED) (ML),64,0.0,,14.23
스무디_배꿀 스무디,81,1.33,,
스무디_버터스카치폼 에스프레소 블렌디드,93,0.49,,
스무디_베리 바나나 프로틴 쉐이크,67,2.74,0.39,
스무디_베리 캐롯 스무디 (L),44,1.02,,
스무디_베리 캐롯 스무디 (R),44,0.85,,
스무디_베리 캐롯 스무디 (S),44,0.85,,
스무디_베리베리 스무디 (L),61,0.34,,
스무디_베리베리 스무디 (R),61,0.21,,
스무디_베리베리 스무디 (S),61,0.28,,
스무디_베리베리 스무벨라,69,0.25,,
스무디_보라포 스무디,334,0.0,,
스무디_복숭아 그라니따 (R),70,0.46,,
스무디_복숭아 발그레 스무디,98,0.56,,
스무디_복숭아 스무디,49,0.08,,
스무디_복숭아 스무디 (L),64,0.1,,
스무디_복숭아 스무디 (R),63,0.1,,
스무디_복숭아 애플망고 스무디,59,0.72,,
스무디_복숭아 요거스 아이스(ICED) (L),69,0.95,,13.53
스무디_복숭아 요거스 아이스(ICED) (ML),71,0.99,,14.23
스무디_복숭아 요거스무디,105,1.86,,
스무디_복숭아 요거트 드링크,67,1.64,,10.56
스무디_복숭아 요거트 스무디,105,1.67,,
스무디_복숭아요거 스무디,105,1.86,,
스무디_봄 딸기 초코쉘 요거트 블렌디드,123,1.86,,
스무디_브라운 슈가 쥬얼리 치즈폼 스무디 아이스(ICED),97,0.42,,
스무디_브라운슈가 쥬얼리 치즈폼 스무디,129,0.42,,
스무디_브이브이 찰떡이브이,104,1.24,,
버거_캡새 버거,268,7.22,,
스무디_블루베리 리얼요거트 프라페노 (L),76,0.89,,
스무디_블루베리 리얼요거트 프라페노 (R),68,0.83,,
스무디_블루베리 버블 프로스트 (L),137,1.06,,
스무디_블루베리 버블 프로스트 (R),96,0.65,,
스무디_블루베리 스노우,65,1.03,,13.02
스무디_블루베리 스무디 (L),83,1.07,,
스무디_블루베리 스무디 (L),61,0.64,,
스무디_블루베리 스무디 (M),73,0.9,,
스무디_블루베리 스무디 (R),57,0.6,,
